"Scenario","Difficulty","Hawthorne","Quality1","Quality2","Method","statistic","true_value","coverage_rate","mean_ci_width","nominal_coverage"
"s45","VeryDifficult",0.5,"A","A","row","err_rate",0.137761215993983,0.645,0.0405521482459403,0.95
"s45","VeryDifficult",0.5,"A","A","row","inc_rate",0.62091844081655,0.375,0.0347292933600177,0.95
"s46","VeryDifficult",0.5,"B","B","cset","err_rate",0.1925434822541,0.845,0.0819912393889986,0.95
"s46","VeryDifficult",0.5,"B","B","cset","inc_rate",0.704865953488781,0.8,0.097355662614824,0.95
"s46","VeryDifficult",0.5,"B","B","examiner","err_rate",0.192630584801916,0.9,0.094036596465268,0.95
"s46","VeryDifficult",0.5,"B","B","examiner","inc_rate",0.70402574929453,0.735,0.0856727768213913,0.95
"s46","VeryDifficult",0.5,"B","B","row","err_rate",0.193763602092362,0.58,0.0522576972853751,0.95
"s46","VeryDifficult",0.5,"B","B","row","inc_rate",0.704203782599888,0.375,0.0325782857129406,0.95
"s47","VeryDifficult",0.5,"C","C","cset","err_rate",0.253048588934759,0.835,0.119430089682753,0.95
"s47","VeryDifficult",0.5,"C","C","cset","inc_rate",0.772866486272225,0.84,0.0950152090624569,0.95
"s47","VeryDifficult",0.5,"C","C","examiner","err_rate",0.253007173707651,0.825,0.113768244780984,0.95
"s47","VeryDifficult",0.5,"C","C","examiner","inc_rate",0.77135178133895,0.725,0.0710150680414718,0.95
"s47","VeryDifficult",0.5,"C","C","row","err_rate",0.252345184920574,0.57,0.0660167612912627,0.95
"s47","VeryDifficult",0.5,"C","C","row","inc_rate",0.773023060595311,0.36,0.029921337025258,0.95
"s48","VeryDifficult",0.5,"C","D","cset","err_rate",0.256516488375112,0.845,0.129251401981555,0.95
"s48","VeryDifficult",0.5,"C","D","cset","inc_rate",0.797865608048535,0.885,0.0930414941464613,0.95
"s48","VeryDifficult",0.5,"C","D","examiner","err_rate",0.255001389585623,0.83,0.117754687921348,0.95
"s48","VeryDifficult",0.5,"C","D","examiner","inc_rate",0.797150259682228,0.695,0.0655014617514965,0.95
"s48","VeryDifficult",0.5,"C","D","row","err_rate",0.260364950896189,0.59,0.0706589849393454,0.95
"s48","VeryDifficult",0.5,"C","D","row","inc_rate",0.799847887791826,0.37,0.0286276170475023,0.95
