"Scenario","Difficulty","Hawthorne","Quality1","Quality2","Method","statistic","true_value","coverage_rate","mean_ci_width","nominal_coverage"
"s35","Difficult",0.5,"C","C","examiner","err_rate",0.227607428002633,0.825,0.102549769937104,0.95
"s35","Difficult",0.5,"C","C","examiner","inc_rate",0.716494027523195,0.74,0.0786246387762975,0.95
"s35","Difficult",0.5,"C","C","row","err_rate",0.227607428002633,0.595,0.0564917118524453,0.95
"s35","Difficult",0.5,"C","C","row","inc_rate",0.716494027523195,0.31,0.0320799475188757,0.95
"s36","Difficult",0.5,"C","D","combined","err_rate",0.231326054740567,0.965,0.163270697053895,0.95
"s36","Difficult",0.5,"C","D","combined","inc_rate",0.744462971591668,0.95,0.13158441429627,0.95
"s36","Difficult",0.5,"C","D","cset","err_rate",0.231326054740567,0.84,0.111015873295396,0.95
"s36","Difficult",0.5,"C","D","cset","inc_rate",0.744462971591668,0.875,0.103550957477249,0.95
"s36","Difficult",0.5,"C","D","examiner","err_rate",0.231326054740567,0.855,0.103694223846871,0.95
"s36","Difficult",0.5,"C","D","examiner","inc_rate",0.744462971591668,0.705,0.0739320186550366,0.95
"s36","Difficult",0.5,"C","D","row","err_rate",0.231326054740567,0.55,0.0598718293191429,0.95
"s36","Difficult",0.5,"C","D","row","inc_rate",0.744462971591668,0.33,0.0312021633248633,0.95
"s37","VeryDifficult",0,"A","A","combined","err_rate",0.140176858527788,0.97,0.100618709337327,0.95
"s37","VeryDifficult",0,"A","A","combined","inc_rate",0.582856515699102,0.955,0.14722635788727,0.95
"s37","VeryDifficult",0,"A","A","cset","err_rate",0.140176858527788,0.775,0.0541595634836668,0.95
"s37","VeryDifficult",0,"A","A","cset","inc_rate",0.582856515699102,0.78,0.0972403002399286,0.95
"s37","VeryDifficult",0,"A","A","examiner","err_rate",0.140176858527788,0.92,0.0743733559870846,0.95
"s37","VeryDifficult",0,"A","A","examiner","inc_rate",0.582856515699102,0.815,0.103007993588023,0.95
"s37","VeryDifficult",0,"A","A","row","err_rate",0.140176858527788,0.63,0.0389516435528188,0.95
"s37","VeryDifficult",0,"A","A","row","inc_rate",0.582856515699102,0.39,0.0352881286297517,0.95
"s38","VeryDifficult",0,"B","B","combined","err_rate",0.200269316698854,0.98,0.131905608399541,0.95
"s38","VeryDifficult",0,"B","B","combined","inc_rate",0.673883848621015,0.95,0.138339983544131,0.95
"s38","VeryDifficult",0,"B","B","cset","err_rate",0.200269316698854,0.81,0.079020493215517,0.95
"s38","VeryDifficult",0,"B","B","cset","inc_rate",0.673883848621015,0.79,0.098067052371113,0.95
"s38","VeryDifficult",0,"B","B","examiner","err_rate",0.200269316698854,0.86,0.093677421685229,0.95
"s38","VeryDifficult",0,"B","B","examiner","inc_rate",0.673883848621015,0.775,0.0903627645503051,0.95
"s38","VeryDifficult",0,"B","B","row","err_rate",0.200269316698854,0.6,0.0497434430728217,0.95
"s38","VeryDifficult",0,"B","B","row","inc_rate",0.673883848621015,0.4,0.0334792138539928,0.95
"s39","VeryDifficult",0,"C","C","combined","err_rate",0.264872624856975,0.975,0.175862501784361,0.95
"s39","VeryDifficult",0,"C","C","combined","inc_rate",0.750047412899905,0.945,0.128400430607091,0.95
"s39","VeryDifficult",0,"C","C","cset","err_rate",0.264872624856975,0.845,0.11595245844554,0.95
"s39","VeryDifficult",0,"C","C","cset","inc_rate",0.750047412899905,0.815,0.0964633563616033,0.95
"s39","VeryDifficult",0,"C","C","examiner","err_rate",0.264872624856975,0.81,0.113669045038331,0.95
"s39","VeryDifficult",0,"C","C","examiner","inc_rate",0.750047412899905,0.725,0.0765224583963095,0.95
"s39","VeryDifficult",0,"C","C","row","err_rate",0.264872624856975,0.58,0.0634035133128563,0.95
"s39","VeryDifficult",0,"C","C","row","inc_rate",0.750047412899905,0.37,0.0309115404528037,0.95
"s40","VeryDifficult",0,"C","D","combined","err_rate",0.265357207516731,0.965,0.184426831341646,0.95
"s40","VeryDifficult",0,"C","D","combined","inc_rate",0.773056248528232,0.935,0.123153981728048,0.95
"s40","VeryDifficult",0,"C","D","cset","err_rate",0.265357207516731,0.83,0.12520388875062,0.95
"s40","VeryDifficult",0,"C","D","cset","inc_rate",0.773056248528232,0.835,0.0947530560449372,0.95
"s40","VeryDifficult",0,"C","D","examiner","err_rate",0.265357207516731,0.79,0.115310630027504,0.95
"s40","VeryDifficult",0,"C","D","examiner","inc_rate",0.773056248528232,0.695,0.07100232817526,0.95
"s40","VeryDifficult",0,"C","D","row","err_rate",0.265357207516731,0.605,0.0679508731486282,0.95
"s40","VeryDifficult",0,"C","D","row","inc_rate",0.773056248528232,0.37,0.0296528136620853,0.95
"s41","VeryDifficult",0.2,"A","A","combined","err_rate",0.141054508983372,0.975,0.102147402841808,0.95
"s41","VeryDifficult",0.2,"A","A","combined","inc_rate",0.598503617940767,0.955,0.145585857495877,0.95
"s41","VeryDifficult",0.2,"A","A","cset","err_rate",0.141054508983372,0.78,0.0552549624465411,0.95
"s41","VeryDifficult",0.2,"A","A","cset","inc_rate",0.598503617940767,0.78,0.0977484892547746,0.95
"s41","VeryDifficult",0.2,"A","A","examiner","err_rate",0.141054508983372,0.885,0.0749468436424267,0.95
"s41","VeryDifficult",0.2,"A","A","examiner","inc_rate",0.598503617940767,0.8,0.101138117219404,0.95
"s41","VeryDifficult",0.2,"A","A","row","err_rate",0.141054508983372,0.605,0.0397672526381231,0.95
"s41","VeryDifficult",0.2,"A","A","row","inc_rate",0.598503617940767,0.425,0.0351473181234036,0.95
"s42","VeryDifficult",0.2,"B","B","combined","err_rate",0.198400412763731,0.96,0.134893255062196,0.95
"s42","VeryDifficult",0.2,"B","B","combined","inc_rate",0.686542810391721,0.95,0.137174669152075,0.95
"s42","VeryDifficult",0.2,"B","B","cset","err_rate",0.198400412763731,0.835,0.0805677131751497,0.95
"s42","VeryDifficult",0.2,"B","B","cset","inc_rate",0.686542810391721,0.785,0.0978397761546359,0.95
"s42","VeryDifficult",0.2,"B","B","examiner","err_rate",0.198400412763731,0.885,0.0952877520218867,0.95
"s42","VeryDifficult",0.2,"B","B","examiner","inc_rate",0.686542810391721,0.76,0.088796564669632,0.95
"s42","VeryDifficult",0.2,"B","B","row","err_rate",0.198400412763731,0.6,0.0509939188022565,0.95
"s42","VeryDifficult",0.2,"B","B","row","inc_rate",0.686542810391721,0.395,0.0331175077147308,0.95
"s43","VeryDifficult",0.2,"C","C","combined","err_rate",0.257934327881369,0.97,0.17697304410767,0.95
"s43","VeryDifficult",0.2,"C","C","combined","inc_rate",0.756755598677649,0.93,0.126316026478931,0.95
"s43","VeryDifficult",0.2,"C","C","cset","err_rate",0.257934327881369,0.855,0.118622510709126,0.95
"s43","VeryDifficult",0.2,"C","C","cset","inc_rate",0.756755598677649,0.825,0.0958226874788228,0.95
"s43","VeryDifficult",0.2,"C","C","examiner","err_rate",0.257934327881369,0.845,0.113023921779999,0.95
"s43","VeryDifficult",0.2,"C","C","examiner","inc_rate",0.756755598677649,0.74,0.0744386854932806,0.95
"s43","VeryDifficult",0.2,"C","C","row","err_rate",0.257934327881369,0.555,0.0648977374527646,0.95
"s43","VeryDifficult",0.2,"C","C","row","inc_rate",0.756755598677649,0.37,0.0304320172912361,0.95
"s44","VeryDifficult",0.2,"C","D","combined","err_rate",0.260164908683271,0.975,0.185786229098178,0.95
"s44","VeryDifficult",0.2,"C","D","combined","inc_rate",0.783945656794494,0.945,0.120965749291474,0.95
"s44","VeryDifficult",0.2,"C","D","cset","err_rate",0.260164908683271,0.845,0.126188031549717,0.95
"s44","VeryDifficult",0.2,"C","D","cset","inc_rate",0.783945656794494,0.825,0.0940188274839571,0.95
"s44","VeryDifficult",0.2,"C","D","examiner","err_rate",0.260164908683271,0.81,0.114797970441104,0.95
"s44","VeryDifficult",0.2,"C","D","examiner","inc_rate",0.783945656794494,0.71,0.0687120472034229,0.95
"s44","VeryDifficult",0.2,"C","D","row","err_rate",0.260164908683271,0.575,0.0690335413736659,0.95
"s44","VeryDifficult",0.2,"C","D","row","inc_rate",0.783945656794494,0.38,0.0291520748859664,0.95
"s45","VeryDifficult",0.5,"A","A","combined","err_rate",0.138722822389606,0.975,0.102766510688254,0.95
"s45","VeryDifficult",0.5,"A","A","combined","inc_rate",0.619340606481676,0.95,0.14425249253112,0.95
"s45","VeryDifficult",0.5,"A","A","cset","err_rate",0.138722822389606,0.765,0.0562086544556145,0.95
"s45","VeryDifficult",0.5,"A","A","cset","inc_rate",0.619340606481676,0.775,0.09811668955091,0.95
"s45","VeryDifficult",0.5,"A","A","examiner","err_rate",0.138722822389606,0.875,0.0748093210566903,0.95
"s45","VeryDifficult",0.5,"A","A","examiner","inc_rate",0.619340606481676,0.785,0.0989063059298206,0.95
"s45","VeryDifficult",0.5,"A","A","row","err_rate",0.138722822389606,0.65,0.0405715960668009,0.95
"s45","VeryDifficult",0.5,"A","A","row","inc_rate",0.619340606481676,0.355,0.0347904771819141,0.95
"s46","VeryDifficult",0.5,"B","B","combined","err_rate",0.191754593089395,0.965,0.135822474130516,0.95
"s46","VeryDifficult",0.5,"B","B","combined","inc_rate",0.706425359588757,0.93,0.134661525570611,0.95
"s46","VeryDifficult",0.5,"B","B","cset","err_rate",0.191754593089395,0.845,0.0826936463328962,0.95
"s46","VeryDifficult",0.5,"B","B","cset","inc_rate",0.706425359588757,0.8,0.0969425004290687,0.95
"s46","VeryDifficult",0.5,"B","B","examiner","err_rate",0.191754593089395,0.89,0.0928221211849619,0.95
"s46","VeryDifficult",0.5,"B","B","examiner","inc_rate",0.706425359588757,0.755,0.0855979474966334,0.95
"s46","VeryDifficult",0.5,"B","B","row","err_rate",0.191754593089395,0.575,0.0520009531800907,0.95
"s46","VeryDifficult",0.5,"B","B","row","inc_rate",0.706425359588757,0.38,0.0324212704332764,0.95
"s47","VeryDifficult",0.5,"C","C","combined","err_rate",0.255417285722947,0.96,0.179148122491486,0.95
"s47","VeryDifficult",0.5,"C","C","combined","inc_rate",0.774743937441396,0.945,0.122713916571623,0.95
"s47","VeryDifficult",0.5,"C","C","cset","err_rate",0.255417285722947,0.83,0.119700818334795,0.95
"s47","VeryDifficult",0.5,"C","C","cset","inc_rate",0.774743937441396,0.83,0.0943390535507393,0.95
"s47","VeryDifficult",0.5,"C","C","examiner","err_rate",0.255417285722947,0.83,0.112855165295148,0.95
"s47","VeryDifficult",0.5,"C","C","examiner","inc_rate",0.774743937441396,0.71,0.0710253122116007,0.95
"s47","VeryDifficult",0.5,"C","C","row","err_rate",0.255417285722947,0.57,0.0658835008835542,0.95
"s47","VeryDifficult",0.5,"C","C","row","inc_rate",0.774743937441396,0.355,0.0297455878313159,0.95
"s48","VeryDifficult",0.5,"C","D","combined","err_rate",0.252356301251738,0.98,0.189713117730311,0.95
"s48","VeryDifficult",0.5,"C","D","combined","inc_rate",0.798486346204223,0.935,0.117488499633444,0.95
"s48","VeryDifficult",0.5,"C","D","cset","err_rate",0.252356301251738,0.835,0.128686456563029,0.95
"s48","VeryDifficult",0.5,"C","D","cset","inc_rate",0.798486346204223,0.85,0.0923645753623379,0.95
"s48","VeryDifficult",0.5,"C","D","examiner","err_rate",0.252356301251738,0.795,0.117588577033394,0.95
"s48","VeryDifficult",0.5,"C","D","examiner","inc_rate",0.798486346204223,0.7,0.0654119118099343,0.95
"s48","VeryDifficult",0.5,"C","D","row","err_rate",0.252356301251738,0.575,0.0704873506981057,0.95
"s48","VeryDifficult",0.5,"C","D","row","inc_rate",0.798486346204223,0.375,0.0286043139118224,0.95
